Date,Open,High,Low,Close,Adj Close,Volume
2020-02-04,18.576200485229492,18.576200485229492,18.576200485229492,18.576200485229492,18.576200485229492,27
2020-02-05,18.528400421142578,18.528400421142578,18.528400421142578,18.528400421142578,18.528400421142578,25
2020-02-06,17.752199172973633,17.752199172973633,17.752199172973633,17.752199172973633,17.752199172973633,2
2020-02-07,17.797399520874023,17.797399520874023,17.797399520874023,17.797399520874023,17.797399520874023,44
2020-02-10,17.528600692749023,17.528600692749023,17.528600692749023,17.528600692749023,17.528600692749023,27
2020-02-11,17.546100616455078,17.546100616455078,17.546100616455078,17.546100616455078,17.546100616455078,27
2020-02-12,16.882299423217773,16.882299423217773,16.882299423217773,16.882299423217773,16.882299423217773,27
2020-02-13,16.759899139404297,16.899999618530273,16.757400512695312,16.896699905395508,16.896699905395508,1001
2020-02-14,16.796499252319336,16.796499252319336,16.796499252319336,16.796499252319336,16.796499252319336,27
2020-02-18,16.56999969482422,16.56999969482422,16.474300384521484,16.474300384521484,16.474300384521484,100
2020-02-19,16.24570083618164,16.24570083618164,16.24570083618164,16.24570083618164,16.24570083618164,27
2020-02-20,16.959999084472656,16.959999084472656,16.72800064086914,16.72800064086914,16.72800064086914,1152
2020-02-21,17.513399124145508,17.513399124145508,17.513399124145508,17.513399124145508,17.513399124145508,1
2020-02-24,19.248199462890625,19.248199462890625,19.248199462890625,19.248199462890625,19.248199462890625,183
2020-02-25,19.03730010986328,20.81220054626465,19.03730010986328,20.81220054626465,20.81220054626465,237
2020-02-26,20.864700317382812,20.864700317382812,20.864700317382812,20.864700317382812,20.864700317382812,40
2020-02-27,22.59000015258789,23.16069984436035,22.59000015258789,23.16069984436035,23.16069984436035,118
2020-02-28,24.8700008392334,25.399999618530273,23.510000228881836,23.789400100708008,23.789400100708008,23800
2020-03-02,21.05069923400879,21.05069923400879,21.05069923400879,21.05069923400879,21.05069923400879,114
2020-03-03,21.042699813842773,22.940000534057617,20.530000686645508,22.90999984741211,22.90999984741211,25427
2020-03-04,20.501800537109375,20.501800537109375,20.501800537109375,20.501800537109375,20.501800537109375,177
2020-03-05,22.719900131225586,22.719900131225586,22.719900131225586,22.719900131225586,22.719900131225586,2
2020-03-06,25.0,25.270000457763672,23.750200271606445,23.750200271606445,23.750200271606445,2956
2020-03-09,26.549999237060547,28.23699951171875,26.549999237060547,28.23699951171875,28.23699951171875,106
2020-03-10,24.34000015258789,24.34000015258789,24.34000015258789,24.34000015258789,24.34000015258789,185
2020-03-11,26.149999618530273,27.27120018005371,26.149999618530273,27.27120018005371,27.27120018005371,5664
2020-03-12,32.4900016784668,34.51850128173828,32.45000076293945,34.51850128173828,34.51850128173828,1014
2020-03-13,32.720001220703125,33.970001220703125,25.950000762939453,25.950000762939453,25.950000762939453,3711
2020-03-16,31.979999542236328,34.74599838256836,31.979999542236328,34.74599838256836,34.74599838256836,2387
2020-03-17,34.74599838256836,34.74599838256836,34.74599838256836,34.74599838256836,34.74599838256836,0
2020-03-18,34.2400016784668,38.170501708984375,34.2400016784668,34.49129867553711,34.49129867553711,795
2020-03-19,34.02000045776367,34.02000045776367,31.860000610351562,31.860000610351562,31.860000610351562,410
2020-03-20,35.5,35.5,35.5,35.5,35.5,5
2020-03-23,35.5,35.5,35.5,35.5,35.5,0
2020-03-24,28.757299423217773,28.757299423217773,28.757299423217773,28.757299423217773,28.757299423217773,421
2020-03-25,29.892000198364258,29.892000198364258,29.892000198364258,29.892000198364258,29.892000198364258,1
2020-03-26,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,1
2020-03-27,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
2020-03-30,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
2020-03-31,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
2020-04-01,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
2020-04-02,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
2020-04-03,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
2020-04-06,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,24.88409996032715,0
